"StationCode","isSWMP","DatetimeStamp","Historical","ProvisionalPlus","Frequency","F_Record","ATemp","F_ATemp","RH","F_RH","BP","F_BP","WSpd","F_WSpd","MaxWSpd","F_MaxWSpd","MaxWSpdT","Wdir","F_Wdir","SDWDir","F_SDWDir","TotPAR","F_TotPAR","TotPrcp","F_TotPrcp","TotSoRad","F_TotSoRad",
"owcowmet  ","P",05/06/2001 20:45,1,1,15,"",13.8,<4> ,89,<4> ,1000,<4> ,0.9,<4> ,"",<4> ,"",21,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 21:00,1,1,15,"",13.7,<4> ,89,<4> ,999,<4> ,1.3,<4> ,"",<4> ,"",25,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 21:00,1,1,60,"",13.8,<4> ,88,<4> ,1000,<4> ,1.2,<4> ,2.6,<4> ,"",33,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 21:15,1,1,15,"",13.6,<4> ,89,<4> ,999,<4> ,0.2,<4> ,"",<4> ,"",28,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 21:30,1,1,15,"",13.4,<4> ,87,<4> ,999,<4> ,0.2,<4> ,"",<4> ,"",33,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 21:45,1,1,15,"",13.6,<4> ,84,<4> ,999,<4> ,0.8,<4> ,"",<4> ,"",16,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 22:00,1,1,15,"",17.7,<4> ,57,<4> ,999,<4> ,2.5,<4> ,"",<4> ,"",102,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 22:00,1,1,60,"",14.1,<4> ,83,<4> ,999,<4> ,1.1,<4> ,5.2,<4> ,"",28,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 22:15,1,1,15,"",18.5,<4> ,52,<4> ,999,<4> ,3.2,<4> ,"",<4> ,"",106,<4> ,"",<4> ,0.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 22:30,1,1,15,"",18.3,<4> ,55,<4> ,999,<4> ,4.6,<4> ,"",<4> ,"",174,<4> ,"",<4> ,0.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 22:45,1,1,15,"",18.1,<4> ,55,<4> ,999,<4> ,5.9,<4> ,"",<4> ,"",109,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 23:00,1,1,15,"",18.0,<4> ,56,<4> ,999,<4> ,1.3,<4> ,"",<4> ,"",116,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 23:00,1,1,60,"",18.3,<4> ,54,<4> ,999,<4> ,3.2,<4> ,9.1,<4> ,"",124,<4> ,"",<4> ,0.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 23:15,1,1,15,"",17.7,<4> ,57,<4> ,999,<4> ,1.3,<4> ,"",<4> ,"",154,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 23:30,1,1,15,"",17.7,<4> ,57,<4> ,999,<4> ,4.7,<4> ,"",<4> ,"",144,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/06/2001 23:45,1,1,15,"",17.4,<4> ,59,<4> ,999,<4> ,0.6,<4> ,"",<4> ,"",97,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 0:00,1,1,15,"",17.1,<4> ,59,<4> ,999,<4> ,3.7,<4> ,"",<4> ,"",111,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 0:00,1,1,60,"",17.6,<4> ,57,<4> ,999,<4> ,3.4,<4> ,8.0,<4> ,"",132,<4> ,"",<4> ,0.1,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 0:00,1,1,144,"",13.7,<4> ,66,<4> ,1000,<4> ,3.3,<4> ,10.3,<4> ,1339,58,<4> ,29,<4> ,49782.3,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 0:15,1,1,15,"",16.9,<4> ,60,<4> ,999,<4> ,4.1,<4> ,"",<4> ,"",112,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 0:30,1,1,15,"",16.9,<4> ,60,<4> ,999,<4> ,6.3,<4> ,"",<4> ,"",154,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 0:45,1,1,15,"",16.5,<4> ,62,<4> ,999,<4> ,2.5,<4> ,"",<4> ,"",140,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 1:00,1,1,15,"",16.5,<4> ,62,<4> ,999,<4> ,5.6,<4> ,"",<4> ,"",178,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 1:00,1,1,60,"",16.8,<4> ,61,<4> ,999,<4> ,3.1,<4> ,7.6,<4> ,"",138,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 1:15,1,1,15,"",16.6,<4> ,62,<4> ,999,<4> ,2.9,<4> ,"",<4> ,"",162,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 1:30,1,1,15,"",16.7,<4> ,61,<4> ,999,<4> ,1.9,<4> ,"",<4> ,"",258,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 1:45,1,1,15,"",16.6,<4> ,62,<4> ,999,<4> ,3.2,<4> ,"",<4> ,"",188,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 2:00,1,1,15,"",16.8,<4> ,61,<4> ,999,<4> ,1.9,<4> ,"",<4> ,"",160,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 2:00,1,1,60,"",16.6,<4> ,61,<4> ,999,<4> ,3.1,<4> ,7.3,<4> ,"",142,<4> ,"",<4> ,0.1,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 2:15,1,1,15,"",16.7,<4> ,61,<4> ,999,<4> ,2.9,<4> ,"",<4> ,"",162,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 2:30,1,1,15,"",16.7,<4> ,62,<4> ,999,<4> ,3.5,<4> ,"",<4> ,"",133,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 2:45,1,1,15,"",16.5,<4> ,62,<4> ,999,<4> ,2.0,<4> ,"",<4> ,"",146,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 3:00,1,1,15,"",16.6,<4> ,62,<4> ,999,<4> ,1.7,<4> ,"",<4> ,"",136,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 3:00,1,1,60,"",16.7,<4> ,61,<4> ,999,<4> ,3.1,<4> ,7.1,<4> ,"",150,<4> ,"",<4> ,0.1,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 3:15,1,1,15,"",16.5,<4> ,62,<4> ,999,<4> ,3.2,<4> ,"",<4> ,"",203,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 3:30,1,1,15,"",16.5,<4> ,62,<4> ,999,<4> ,6.1,<4> ,"",<4> ,"",142,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 3:45,1,1,15,"",16.4,<4> ,63,<4> ,999,<4> ,3.8,<4> ,"",<4> ,"",185,<4> ,"",<4> ,0.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 4:00,1,1,15,"",16.1,<4> ,63,<4> ,999,<4> ,2.5,<4> ,"",<4> ,"",149,<4> ,"",<4> ,1.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 4:00,1,1,60,"",16.4,<4> ,63,<4> ,999,<4> ,3.2,<4> ,8.6,<4> ,"",148,<4> ,"",<4> ,1.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 4:15,1,1,15,"",16.1,<4> ,64,<4> ,999,<4> ,2.8,<4> ,"",<4> ,"",114,<4> ,"",<4> ,7.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 4:30,1,1,15,"",16.2,<4> ,64,<4> ,999,<4> ,4.1,<4> ,"",<4> ,"",157,<4> ,"",<4> ,31.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 4:45,1,1,15,"",16.1,<4> ,65,<4> ,1000,<4> ,4.6,<4> ,"",<4> ,"",124,<4> ,"",<4> ,54.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 5:00,1,1,15,"",16.0,<4> ,66,<4> ,1000,<4> ,4.3,<4> ,"",<4> ,"",168,<4> ,"",<4> ,77.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 5:00,1,1,60,"",16.1,<4> ,65,<4> ,999,<4> ,3.4,<4> ,9.4,<4> ,"",154,<4> ,"",<4> ,171.1,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 5:15,1,1,15,"",15.9,<4> ,67,<4> ,1000,<4> ,3.3,<4> ,"",<4> ,"",164,<4> ,"",<4> ,98.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 5:30,1,1,15,"",16.3,<4> ,66,<4> ,1000,<4> ,0.9,<4> ,"",<4> ,"",223,<4> ,"",<4> ,155.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 5:45,1,1,15,"",16.5,<4> ,65,<4> ,1001,<4> ,2.8,<4> ,"",<4> ,"",116,<4> ,"",<4> ,240.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 6:00,1,1,15,"",16.9,<4> ,64,<4> ,1001,<4> ,4.1,<4> ,"",<4> ,"",143,<4> ,"",<4> ,288.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 6:00,1,1,60,"",16.3,<4> ,66,<4> ,1000,<4> ,2.9,<4> ,9.8,<4> ,"",161,<4> ,"",<4> ,782.1,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 6:15,1,1,15,"",17.0,<4> ,65,<4> ,1001,<4> ,3.7,<4> ,"",<4> ,"",145,<4> ,"",<4> ,355.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 6:30,1,1,15,"",17.3,<4> ,63,<4> ,1001,<4> ,6.1,<4> ,"",<4> ,"",149,<4> ,"",<4> ,415.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 6:45,1,1,15,"",17.6,<4> ,63,<4> ,1001,<4> ,6.7,<4> ,"",<4> ,"",239,<4> ,"",<4> ,474.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 7:00,1,1,15,"",18.5,<4> ,61,<4> ,1001,<4> ,2.2,<4> ,"",<4> ,"",117,<4> ,"",<4> ,570.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 7:00,1,1,60,"",17.4,<4> ,63,<4> ,1001,<4> ,3.0,<4> ,7.7,<4> ,"",180,<4> ,"",<4> ,1815.5,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 7:15,1,1,15,"",19.2,<4> ,58,<4> ,1001,<4> ,1.1,<4> ,"",<4> ,"",220,<4> ,"",<4> ,824.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 7:30,1,1,15,"",20.2,<4> ,56,<4> ,1001,<4> ,2.8,<4> ,"",<4> ,"",194,<4> ,"",<4> ,1090.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 7:45,1,1,15,"",19.8,<4> ,55,<4> ,1001,<4> ,3.5,<4> ,"",<4> ,"",146,<4> ,"",<4> ,999.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 8:00,1,1,15,"",20.2,<4> ,55,<4> ,1001,<4> ,5.8,<4> ,"",<4> ,"",164,<4> ,"",<4> ,1034.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 8:00,1,1,60,"",19.8,<4> ,57,<4> ,1001,<4> ,3.1,<4> ,8.3,<4> ,"",168,<4> ,"",<4> ,3949.3,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 8:15,1,1,15,"",20.2,<4> ,56,<4> ,1001,<4> ,3.8,<4> ,"",<4> ,"",155,<4> ,"",<4> ,900.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 8:30,1,1,15,"",21.4,<4> ,55,<4> ,1001,<4> ,3.0,<4> ,"",<4> ,"",133,<4> ,"",<4> ,1063.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 8:45,1,1,15,"",22.0,<4> ,55,<4> ,1001,<4> ,1.9,<4> ,"",<4> ,"",354,<4> ,"",<4> ,1036.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 9:00,1,1,15,"",21.6,<4> ,55,<4> ,1001,<4> ,2.5,<4> ,"",<4> ,"",178,<4> ,"",<4> ,1043.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 9:00,1,1,60,"",21.0,<4> ,55,<4> ,1001,<4> ,2.9,<4> ,9.4,<4> ,"",178,<4> ,"",<4> ,4043.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 9:15,1,1,15,"",21.7,<4> ,54,<4> ,1001,<4> ,4.7,<4> ,"",<4> ,"",185,<4> ,"",<4> ,978.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 9:30,1,1,15,"",21.9,<4> ,54,<4> ,1001,<4> ,2.6,<4> ,"",<4> ,"",203,<4> ,"",<4> ,752.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 9:45,1,1,15,"",22.2,<4> ,55,<4> ,1001,<4> ,4.4,<4> ,"",<4> ,"",155,<4> ,"",<4> ,932.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 10:00,1,1,15,"",22.7,<4> ,53,<4> ,1001,<4> ,1.4,<4> ,"",<4> ,"",208,<4> ,"",<4> ,1030.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 10:00,1,1,60,"",22.0,<4> ,55,<4> ,1001,<4> ,2.9,<4> ,7.4,<4> ,"",188,<4> ,"",<4> ,3693.8,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 10:15,1,1,15,"",21.6,<4> ,58,<4> ,1001,<4> ,3.0,<4> ,"",<4> ,"",175,<4> ,"",<4> ,468.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 10:30,1,1,15,"",20.8,<4> ,60,<4> ,1001,<4> ,2.3,<4> ,"",<4> ,"",242,<4> ,"",<4> ,158.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 10:45,1,1,15,"",20.5,<4> ,61,<4> ,1001,<4> ,2.2,<4> ,"",<4> ,"",194,<4> ,"",<4> ,174.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 11:00,1,1,15,"",20.4,<4> ,61,<4> ,1001,<4> ,1.3,<4> ,"",<4> ,"",88,<4> ,"",<4> ,242.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 11:00,1,1,60,"",21.1,<4> ,59,<4> ,1001,<4> ,2.4,<4> ,7.9,<4> ,"",192,<4> ,"",<4> ,1044.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 11:15,1,1,15,"",20.0,<4> ,63,<4> ,1001,<4> ,1.3,<4> ,"",<4> ,"",142,<4> ,"",<4> ,322.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 11:30,1,1,15,"",18.9,<4> ,70,<4> ,1001,<4> ,1.9,<4> ,"",<4> ,"",153,<4> ,"",<4> ,261.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 11:45,1,1,15,"",18.2,<4> ,74,<4> ,1001,<4> ,2.0,<4> ,"",<4> ,"",151,<4> ,"",<4> ,259.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 12:00,1,1,15,"",18.2,<4> ,72,<4> ,1001,<4> ,1.7,<4> ,"",<4> ,"",163,<4> ,"",<4> ,355.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 12:00,1,1,60,"",19.1,<4> ,68,<4> ,1001,<4> ,2.7,<4> ,7.1,<4> ,"",167,<4> ,"",<4> ,1198.8,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 12:15,1,1,15,"",18.4,<4> ,71,<4> ,1001,<4> ,1.3,<4> ,"",<4> ,"",148,<4> ,"",<4> ,342.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 12:30,1,1,15,"",18.9,<4> ,68,<4> ,1001,<4> ,2.2,<4> ,"",<4> ,"",139,<4> ,"",<4> ,464.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 12:45,1,1,15,"",19.2,<4> ,65,<4> ,1001,<4> ,2.2,<4> ,"",<4> ,"",188,<4> ,"",<4> ,559.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 13:00,1,1,15,"",19.5,<4> ,64,<4> ,1001,<4> ,2.5,<4> ,"",<4> ,"",129,<4> ,"",<4> ,595.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 13:00,1,1,60,"",18.8,<4> ,68,<4> ,1001,<4> ,2.7,<4> ,7.1,<4> ,"",160,<4> ,"",<4> ,1962.3,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 13:15,1,1,15,"",19.7,<4> ,64,<4> ,1000,<4> ,3.7,<4> ,"",<4> ,"",115,<4> ,"",<4> ,569.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 13:30,1,1,15,"",20.4,<4> ,61,<4> ,1000,<4> ,2.2,<4> ,"",<4> ,"",141,<4> ,"",<4> ,788.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 13:45,1,1,15,"",19.8,<4> ,63,<4> ,1000,<4> ,1.5,<4> ,"",<4> ,"",162,<4> ,"",<4> ,557.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 14:00,1,1,15,"",19.6,<4> ,63,<4> ,1000,<4> ,4.3,<4> ,"",<4> ,"",153,<4> ,"",<4> ,338.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 14:00,1,1,60,"",19.9,<4> ,63,<4> ,1000,<4> ,3.0,<4> ,7.9,<4> ,"",164,<4> ,"",<4> ,2253.6,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 14:15,1,1,15,"",19.1,<4> ,68,<4> ,1000,<4> ,1.4,<4> ,"",<4> ,"",304,<4> ,"",<4> ,330.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 14:30,1,1,15,"",19.2,<4> ,69,<4> ,999,<4> ,0.3,<4> ,"",<4> ,"",36,<4> ,"",<4> ,292.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 14:45,1,1,15,"",20.8,<4> ,65,<4> ,999,<4> ,3.3,<4> ,"",<4> ,"",143,<4> ,"",<4> ,893.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 15:00,1,1,15,"",20.9,<4> ,63,<4> ,999,<4> ,4.3,<4> ,"",<4> ,"",201,<4> ,"",<4> ,931.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 15:00,1,1,60,"",19.8,<4> ,66,<4> ,999,<4> ,2.7,<4> ,10.4,<4> ,"",157,<4> ,"",<4> ,2447.7,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 15:15,1,1,15,"",21.2,<4> ,65,<4> ,999,<4> ,0.9,<4> ,"",<4> ,"",169,<4> ,"",<4> ,753.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 15:30,1,1,15,"",21.2,<4> ,61,<4> ,999,<4> ,2.2,<4> ,"",<4> ,"",201,<4> ,"",<4> ,959.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 15:45,1,1,15,"",20.5,<4> ,66,<4> ,999,<4> ,1.5,<4> ,"",<4> ,"",163,<4> ,"",<4> ,507.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 16:00,1,1,15,"",20.6,<4> ,65,<4> ,999,<4> ,3.8,<4> ,"",<4> ,"",119,<4> ,"",<4> ,609.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 16:00,1,1,60,"",20.9,<4> ,64,<4> ,999,<4> ,3.0,<4> ,8.6,<4> ,"",164,<4> ,"",<4> ,2830.4,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 16:15,1,1,15,"",20.4,<4> ,66,<4> ,999,<4> ,1.9,<4> ,"",<4> ,"",259,<4> ,"",<4> ,520.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 16:30,1,1,15,"",20.2,<4> ,65,<4> ,999,<4> ,6.9,<4> ,"",<4> ,"",139,<4> ,"",<4> ,339.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 16:45,1,1,15,"",20.1,<4> ,67,<4> ,999,<4> ,0.5,<4> ,"",<4> ,"",175,<4> ,"",<4> ,213.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 17:00,1,1,15,"",19.9,<4> ,67,<4> ,998,<4> ,1.3,<4> ,"",<4> ,"",154,<4> ,"",<4> ,173.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 17:00,1,1,60,"",20.3,<4> ,66,<4> ,999,<4> ,2.7,<4> ,8.2,<4> ,"",161,<4> ,"",<4> ,1247.8,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 17:15,1,1,15,"",19.8,<4> ,67,<4> ,998,<4> ,2.6,<4> ,"",<4> ,"",185,<4> ,"",<4> ,148.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 17:30,1,1,15,"",19.5,<4> ,70,<4> ,998,<4> ,1.3,<4> ,"",<4> ,"",69,<4> ,"",<4> ,119.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 17:45,1,1,15,"",19.2,<4> ,70,<4> ,999,<4> ,1.3,<4> ,"",<4> ,"",139,<4> ,"",<4> ,94.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 18:00,1,1,15,"",19.2,<4> ,70,<4> ,999,<4> ,2.2,<4> ,"",<4> ,"",169,<4> ,"",<4> ,62.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 18:00,1,1,60,"",19.6,<4> ,69,<4> ,998,<4> ,2.7,<4> ,8.8,<4> ,"",167,<4> ,"",<4> ,424.7,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 18:15,1,1,15,"",19.1,<4> ,71,<4> ,999,<4> ,3.0,<4> ,"",<4> ,"",143,<4> ,"",<4> ,31.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 18:30,1,1,15,"",19.2,<4> ,70,<4> ,999,<4> ,1.7,<4> ,"",<4> ,"",105,<4> ,"",<4> ,5.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 18:45,1,1,15,"",19.1,<4> ,69,<4> ,999,<4> ,3.0,<4> ,"",<4> ,"",146,<4> ,"",<4> ,0.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 19:00,1,1,15,"",19.0,<4> ,68,<4> ,999,<4> ,2.6,<4> ,"",<4> ,"",187,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 19:00,1,1,60,"",19.1,<4> ,69,<4> ,999,<4> ,2.3,<4> ,6.8,<4> ,"",173,<4> ,"",<4> ,37.4,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 19:15,1,1,15,"",18.9,<4> ,68,<4> ,999,<4> ,2.8,<4> ,"",<4> ,"",217,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 19:30,1,1,15,"",18.9,<4> ,69,<4> ,1000,<4> ,1.5,<4> ,"",<4> ,"",170,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 19:45,1,1,15,"",18.9,<4> ,68,<4> ,1000,<4> ,2.3,<4> ,"",<4> ,"",229,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 20:00,1,1,15,"",19.1,<4> ,67,<4> ,1000,<4> ,2.2,<4> ,"",<4> ,"",246,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 20:00,1,1,60,"",19.0,<4> ,68,<4> ,1000,<4> ,2.6,<4> ,7.4,<4> ,"",205,<4> ,"",<4> ,0.1,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 20:15,1,1,15,"",19.2,<4> ,67,<4> ,1000,<4> ,1.5,<4> ,"",<4> ,"",233,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 20:30,1,1,15,"",18.8,<4> ,67,<4> ,1000,<4> ,2.5,<4> ,"",<4> ,"",236,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 20:45,1,1,15,"",18.5,<4> ,70,<4> ,1000,<4> ,2.0,<4> ,"",<4> ,"",232,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/07/2001 21:00,1,1,15,"",17.9,<4> ,73,<4> ,1000,<4> ,0.5,<4> ,"",<4> ,"",191,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
